'Overall Qual','Overall Cond','Year Built','Year Remod/Add','Exter Qual',Foundation,'Bsmt Qual','Bsmt Exposure','BsmtFin Type 1','BsmtFin SF 1','Total Bsmt SF','Heating QC','Central Air','1st Flr SF','Gr Liv Area','Garage Yr Blt','Garage Finish','Garage Cars','Garage Area',SalePrice
6,5,1957,1957,0,2,0,-1,0,1040,1392,0,1,1392,1392,1957,0,2,458,166000
6,7,1958,1958,0,2,0,-1,1,570,1080,1,1,1080,1080,1958,-1,1,288,136000
5,5,1956,1958,0,2,0,-1,0,774,1104,1,1,1104,1104,1956,0,1,384,133000
5,6,1952,1952,0,2,0,-1,0,148,720,2,1,882,882,1952,-1,1,240,116000
5,6,1953,1953,0,2,0,-1,0,500,1152,0,1,1152,1152,1971,-1,2,636,137500
5,5,1953,1953,0,1,0,-1,1,624,984,0,-1,950,950,1953,-1,2,400,130000
4,6,1948,1950,0,0,-3,-2,-3,0,0,0,-1,869,869,1948,-1,1,390,89900
5,8,1925,1950,0,1,0,-1,-2,0,747,0,1,747,1159,1932,-1,1,288,114000
4,7,1940,2005,1,1,0,-1,-2,0,672,1,1,672,672,1997,-1,1,308,86900
5,5,1922,1950,0,3,0,-1,-2,0,892,2,1,1254,1436,1968,-1,4,1488,139000
4,7,1900,2000,0,3,-3,-2,-3,0,0,0,-1,694,1294,1978.132443,-2,0,0,106250
5,6,1968,1968,0,2,0,-1,0,744,912,0,1,1044,1044,1990,1,2,372,139000
7,7,1958,2001,0,2,0,-1,1,637,1312,2,1,1312,1312,1958,0,2,495,186000
6,5,1960,1960,0,2,0,-1,1,733,1253,0,1,1253,1253,1960,0,1,352,157000
6,6,1960,1993,0,2,0,2,3,697,1081,0,1,1081,1081,1960,-1,1,401,148000
5,7,1953,1996,1,-1,0,1,-2,0,105,1,1,910,910,1953,-1,2,414,116000
5,5,1950,1950,0,2,-3,-2,-3,0,0,1,1,1048,1048,1950,-1,2,420,98300
5,6,1959,1959,0,1,0,-1,1,476,1256,1,1,1256,1256,1959,0,1,311,159000
5,5,1962,1962,0,2,0,-1,1,520,1027,0,1,1027,1027,1962,-1,1,299,125900
5,6,1960,1960,0,2,0,-1,1,374,1269,0,1,1269,1269,1964,-1,1,308,155000
6,6,1948,1950,0,2,0,-1,2,315,768,2,1,819,1320,1994,-1,2,576,138000
6,7,1954,1954,0,2,0,-1,-2,0,936,0,1,984,984,1954,-1,1,280,112500
6,6,1954,1954,0,2,0,-1,-2,0,832,1,1,832,832,1962,-1,2,528,105500
6,5,1954,1954,0,2,0,-1,0,673,854,-1,1,854,1278,1954,-1,1,240,127500
5,7,1954,1954,0,2,0,-1,-2,0,825,0,1,825,825,1954,-1,1,350,109500
5,5,1963,1963,0,2,0,-1,-2,0,1117,2,1,1117,1117,1963,-1,1,264,136870
5,5,1925,2004,0,3,-1,-1,-2,0,680,1,-1,764,764,1965,-1,2,504,73000
5,7,1948,2005,0,3,0,-1,-2,0,780,2,1,948,1323,1948,-1,2,400,122600
5,5,1910,2003,0,3,0,-1,-2,0,680,-1,-1,680,1360,1910,-1,1,330,111000
5,4,1940,1950,0,2,-1,-1,-2,0,672,0,1,672,672,1950,-1,1,256,64000
6,7,1915,2005,1,3,0,-1,-2,0,728,1,1,728,1456,1915,-1,1,308,139500
7,6,1920,2006,1,2,0,-1,-2,0,931,0,1,1027,1027,1978.132443,-2,0,0,120000
6,6,1940,1950,0,2,0,-1,1,590,884,0,1,884,1436,1940,-1,2,828,155000
5,6,1910,1950,0,3,0,-1,-2,0,481,0,-1,899,899,1930,-1,1,200,78000
5,9,1890,1996,0,3,-1,-1,-2,0,684,1,1,684,1080,1978.132443,-2,0,0,95000
5,7,1948,2005,0,2,0,-1,3,144,924,2,1,1122,1122,1948,-1,2,528,147000
5,6,1946,1950,0,2,0,-1,0,445,904,2,1,904,1499,1959,-1,3,869,140000
5,6,1957,1957,0,2,0,-1,0,308,928,1,1,928,928,1957,1,1,288,112500
4,7,1954,2000,0,2,0,-1,-2,0,901,2,1,901,901,1954,-1,1,281,107900
5,8,1915,1950,0,3,0,0,-2,0,876,1,1,876,1416,1949,-1,3,720,153900
7,8,1920,1965,0,3,0,-1,1,116,624,2,1,730,1450,1935,-1,1,288,132000
5,7,1900,2003,0,2,0,-1,-2,0,346,2,1,709,1017,1961,-1,1,308,114000
7,9,1928,2005,0,3,0,-1,0,141,689,2,1,689,1378,1928,-1,2,360,161000
6,6,1914,2001,0,2,0,-1,-2,0,742,2,1,742,1484,1978.132443,-2,0,0,128000
7,7,1926,1950,0,1,0,-1,-2,0,572,0,1,572,1111,1982,-1,1,288,116900
2,1,1920,1950,-1,3,-1,-1,-2,0,723,0,-1,723,1086,1920,-1,2,400,55000
5,6,1959,1959,0,2,0,-1,0,200,984,1,1,984,984,1959,-1,1,308,110000
5,5,1956,1956,0,1,-3,-2,-3,0,0,1,1,882,882,1956,-1,1,308,97000
4,6,1958,2006,0,2,0,-1,-2,0,869,0,1,1093,1093,1959,-1,1,308,115500
5,7,1928,1983,1,3,0,-1,-1,406,1008,0,1,1143,1143,1992,-1,1,288,138000
5,6,1930,1960,0,3,0,-1,-2,0,742,0,1,779,935,1988,-1,1,308,79500
5,6,1924,1950,0,3,0,-1,2,784,784,1,1,784,784,1978.132443,-2,0,0,109500
5,7,1941,2006,0,2,0,-1,2,600,672,2,1,832,1210,1941,-1,1,240,124000
6,9,1900,2000,0,3,0,-1,-2,0,554,2,1,736,1290,1926,-1,1,200,106900
5,7,1924,2003,0,3,0,-1,-2,0,949,2,1,949,949,1924,-1,2,370,119000
6,7,1929,1950,0,3,0,-1,-2,0,862,0,1,950,1158,1929,0,1,208,120000
6,7,1937,2000,0,3,0,-1,0,201,825,2,1,825,1497,2004,-1,1,672,157000
6,5,1939,1950,0,2,0,-1,-1,264,739,2,1,874,1342,1939,-1,1,240,105000
6,7,1926,1950,0,3,0,-1,-2,0,992,2,1,1013,1013,1926,-1,1,160,113000
5,7,1920,1997,0,3,0,-1,2,68,565,0,1,565,1216,1920,0,1,355,115000
4,7,1929,1950,0,1,0,-1,1,80,704,2,1,624,1136,1990,-1,1,336,123000
5,6,1945,1995,0,2,-3,-2,-3,0,0,1,-1,808,808,1925,-1,1,164,81300
6,8,1920,1999,0,3,-1,0,-2,0,611,2,1,751,1362,1920,1,2,502,128000
4,6,1927,1950,0,3,0,-1,-2,0,520,-1,-1,520,520,1920,-1,1,240,68500
5,5,1948,2001,0,2,0,-1,1,336,672,0,1,1072,1285,1948,-1,1,240,127000
6,7,1918,2000,0,3,0,0,0,210,816,2,1,838,838,1961,1,1,275,130000
6,6,1930,1950,1,3,0,-1,-2,0,768,0,1,768,768,1930,-1,2,440,93850
5,6,1915,1978,0,3,0,-1,-2,0,880,1,1,880,1308,1950,-1,2,400,120000
6,7,1925,1992,0,2,0,-1,-2,0,1040,1,1,1040,1040,1993,-1,2,320,127500
6,7,1920,1950,0,2,0,-1,-2,0,319,0,1,1035,1406,1978.132443,-2,0,0,89500
5,7,1955,1995,0,2,0,-1,-1,180,825,0,1,825,825,1963,0,2,720,125000
3,3,1915,1950,-1,1,0,-1,-2,0,536,2,-1,808,1344,1978.132443,-2,0,0,82375
6,7,1906,1995,0,2,0,-1,-2,0,756,2,1,756,1469,1906,-1,1,216,135000
5,5,1968,1968,0,2,0,-1,1,250,952,2,1,1211,1211,1968,-1,1,322,134000
5,5,1948,1950,0,2,0,-1,-2,0,720,0,1,720,1271,1948,-1,1,312,135000
5,7,1940,1999,0,3,0,-1,2,351,644,1,1,808,1355,1978.132443,-2,0,0,127500
5,5,1965,1965,0,2,0,-1,0,906,1040,2,1,1040,1040,1965,-1,1,384,129500
6,5,1978,1978,0,2,0,1,2,528,1008,0,1,1096,1096,1978,-1,2,484,157500
5,7,1967,2005,0,2,0,-1,2,758,992,2,1,992,992,1967,0,1,294,145000
5,7,1967,2003,0,2,0,-1,1,702,894,2,1,894,894,1967,0,2,450,130000
6,8,1978,1978,0,2,1,2,2,450,450,2,1,1034,1034,1978,1,2,504,153000
5,5,1967,1967,0,2,0,0,1,221,1073,1,1,1073,1073,1967,0,1,270,120000
5,5,1984,1984,0,1,1,1,-1,104,1060,0,1,1126,1126,1984,-1,2,506,152000
5,3,1959,1959,0,2,0,-1,3,288,1006,0,1,1006,1006,1978.132443,-2,0,0,80000
5,6,1966,2006,0,2,0,-1,-2,0,1228,1,1,1228,1228,1966,-1,1,271,149350
5,8,1963,2003,0,2,0,-1,3,634,960,2,1,960,960,1963,1,1,300,144900
6,8,1956,1956,0,2,0,2,3,776,988,0,1,1188,1188,1956,-1,2,621,185000
5,5,1954,1954,0,1,1,0,1,1064,1383,0,1,1383,1383,1954,-1,1,354,165000
6,7,1960,1975,0,2,1,2,1,429,1602,1,1,1252,1252,1960,0,2,564,235000
5,8,1940,1997,0,1,0,-1,-2,0,672,2,1,672,672,1940,-1,1,240,108000
5,7,1941,1973,0,3,0,-1,2,336,576,1,1,864,1350,1973,-1,3,627,152400
5,8,1970,1970,0,1,1,1,2,704,864,2,1,904,904,1979,-1,3,912,144000
6,5,1996,1997,0,1,1,0,3,1003,1291,2,1,1291,1291,1996,-1,2,431,173000
7,7,1954,2005,0,2,1,2,-1,226,1385,2,1,1363,1363,1954,-1,2,439,241500
6,7,1959,2006,0,2,0,1,2,719,1019,1,1,1357,1357,1959,0,1,312,177000
7,5,1948,1950,0,2,0,-1,-2,0,570,0,1,617,1079,1948,-1,1,249,125600
6,5,1953,1953,0,2,0,0,0,500,1094,2,1,1094,1094,1953,0,2,495,155000
5,5,1975,1975,0,1,1,1,3,864,864,-1,-1,864,864,1978.132443,-2,0,0,99600
6,8,1962,2001,1,2,0,-1,0,324,621,0,1,621,1269,1962,-1,1,280,134500
5,8,1900,1950,0,3,0,-1,0,241,861,2,1,961,1367,1978,-1,1,384,119000
5,7,1910,1991,0,2,1,2,3,969,1117,0,1,820,1347,1978.132443,-2,0,0,107500
5,5,1950,1950,0,2,0,-1,2,1040,1164,0,-1,1164,1164,1950,-1,1,240,125000
6,5,1924,1950,0,3,0,-1,-2,0,572,-1,-1,572,1096,1978.132443,-2,0,0,79000
5,6,1941,1950,0,2,0,0,-1,236,616,0,-1,616,1111,1941,-1,1,200,95000
5,7,1994,1994,0,1,1,-1,3,722,990,2,1,990,990,1997,-1,2,528,155000
5,6,1995,2006,0,1,1,-1,-2,0,1099,2,1,1099,1099,1999,-1,1,352,144000
5,5,1994,1995,0,1,1,-1,3,686,990,2,1,990,990,1996,-1,2,672,145000
7,5,1997,1998,0,1,1,2,3,1308,1418,2,1,1418,1418,1997,0,2,558,226001
7,5,1999,2000,1,1,1,-1,-2,0,1468,2,1,1479,1479,1999,0,2,577,191000
7,5,2002,2002,1,1,1,0,3,922,1494,2,1,1494,1494,2002,0,2,530,221000
5,6,1975,1980,0,2,1,1,-1,280,938,0,1,938,938,1977,-1,1,308,130250
5,8,1977,1977,1,2,1,1,3,595,985,0,1,985,985,1977,-1,1,328,149900
5,6,1978,1978,0,2,1,0,2,781,864,2,1,1174,1174,1978,-1,2,528,158000
6,6,1978,1978,0,2,1,2,3,505,940,0,1,1026,1026,1981,-1,2,576,147000
5,6,1975,1975,0,2,1,-1,-2,0,924,0,1,924,924,1981,-1,1,280,110000
5,7,1972,1972,0,2,0,1,2,390,864,0,1,864,864,1989,-1,1,352,127000
5,7,1972,1972,0,2,0,1,2,632,780,2,1,780,780,1973,-1,1,352,124900
6,5,2003,2003,1,1,1,1,3,686,848,2,1,848,848,2003,1,2,420,136500
6,5,2004,2004,1,1,1,0,3,662,848,2,1,848,848,2004,0,2,420,145000
6,5,1997,1998,0,1,1,2,3,994,1478,2,1,1493,1493,1997,1,2,508,208900
7,5,2004,2004,1,1,1,0,3,24,1445,2,1,1445,1445,2004,-1,2,470,186500
7,5,2004,2004,1,1,1,0,3,946,1436,2,1,1436,1436,2004,-1,2,484,210000
8,5,2007,2007,1,1,2,1,-2,0,1234,2,1,1234,1234,2007,0,2,484,179900
7,5,2007,2007,1,1,1,1,3,24,1351,2,1,1361,1361,2007,0,2,610,193000
7,5,2005,2005,1,1,1,1,3,648,728,2,1,728,1456,2005,1,2,410,189000
6,5,2004,2004,1,1,1,1,3,697,848,2,1,848,848,2004,0,2,420,149300
6,5,2004,2004,1,1,1,2,3,697,848,2,1,848,848,2004,0,2,420,141000
6,5,2004,2004,1,1,1,1,3,662,848,2,1,848,848,2004,0,2,420,149000
6,5,2004,2004,1,1,1,2,3,662,848,2,1,848,848,2004,1,2,420,144500
5,7,1910,1950,0,2,-1,-1,-2,0,796,1,1,796,796,1978.132443,-2,0,0,85000
5,6,1965,1965,1,2,0,-1,1,830,1256,1,1,1256,1256,1965,1,1,276,147500
6,6,1976,1976,0,2,0,-1,1,1033,1127,0,1,1127,1127,1991,-1,2,480,135000
5,6,1940,1969,0,2,0,-1,1,290,996,2,1,996,996,1978.132443,-2,0,0,108000
4,5,1972,1972,0,2,1,1,1,920,1138,0,1,1181,1181,1974,0,2,588,137500
6,6,1977,1977,0,2,0,1,2,368,1029,0,1,1117,1117,1977,0,2,542,147000
6,7,1976,2001,0,2,0,1,2,288,684,0,1,684,1398,1976,1,2,440,160500
4,5,2005,2005,0,1,1,-1,3,1024,1132,2,1,1132,1132,2005,1,2,451,176000
6,5,2005,2005,0,1,1,2,3,459,547,2,1,1072,1072,2005,0,2,525,148000
4,4,1955,1955,0,2,0,-1,2,133,1440,0,-1,1440,1440,1978.132443,-2,0,0,118000
4,5,1955,1955,0,0,-3,-2,-3,0,0,0,-1,1152,1152,1978.132443,-2,0,0,82500
4,5,1955,1955,0,2,0,1,2,784,784,0,-1,784,784,1978.132443,-2,0,0,91900
5,8,1947,1993,0,0,-3,-2,-3,0,0,1,1,929,1137,1978.132443,-2,0,0,96000
4,5,1953,1953,0,2,1,-1,0,767,911,0,1,930,930,1953,0,1,286,99000
5,6,1946,1995,0,2,0,-1,1,352,768,2,1,768,1200,1946,-1,1,240,130500
4,6,1954,1972,0,1,0,-1,-2,0,941,2,1,997,1470,1958,-1,1,548,135000
5,7,1955,1955,0,1,0,-1,-2,0,816,0,1,872,1393,1955,-1,1,300,135500
4,7,1923,2008,0,1,0,-1,2,224,949,0,1,949,1292,1923,-1,1,205,108000
5,6,1925,1950,0,2,0,-1,0,468,864,0,-1,864,864,1978.132443,-2,0,0,98000
3,3,1914,1950,0,3,0,-1,1,41,864,0,-1,864,864,1978.132443,-2,0,0,67000
6,8,1925,1950,0,3,0,-1,1,156,672,0,-1,810,1482,1934,-1,1,400,140000
7,8,1921,1950,0,3,0,-1,-2,0,1228,2,1,1424,1424,1921,-1,1,312,168000
6,6,1926,1950,0,3,0,-1,1,379,644,2,1,672,1316,2001,-1,1,369,145000
6,6,1914,1995,0,3,1,-1,-2,0,676,2,1,676,1264,1994,-1,2,400,147500
6,5,1930,1950,0,3,1,0,0,384,768,0,-1,790,790,1925,-1,1,160,91000
5,4,1938,1950,0,3,0,-1,-2,0,884,0,1,932,1374,1938,-1,1,225,110000
6,5,1951,1951,0,1,0,-1,0,500,1091,-1,-1,1091,1091,1951,1,1,344,104000
6,6,1980,1980,0,2,1,-1,3,366,516,0,1,516,1032,1980,-1,2,462,116500
6,8,1926,1998,0,3,0,-1,0,299,894,0,1,919,919,1926,-1,1,195,126000
6,8,1940,2006,0,2,-1,-1,-2,0,720,1,1,760,1090,1940,-1,1,240,120000
4,4,1922,1950,0,3,0,-1,-2,0,796,-1,-1,796,796,1978.132443,-2,0,0,55000
6,8,1930,2007,1,3,0,1,2,538,816,2,1,816,816,2002,-1,1,432,120500
5,6,1940,1955,0,2,0,-1,2,403,740,2,1,778,778,1966,1,1,924,120500
5,7,1930,1950,0,2,1,-1,-2,0,780,1,1,780,1200,1978.132443,-2,0,0,119000
5,7,1930,1995,0,3,0,-1,-2,0,520,0,1,912,912,1934,0,1,360,99500
4,7,1895,1950,0,-1,-2,-1,-2,0,173,2,-1,825,1361,1895,-1,1,185,89000
4,4,1920,1950,0,3,0,-1,-2,0,649,0,-1,649,1317,1920,-1,1,250,40000
4,7,1910,2000,0,1,-2,-1,-2,0,356,0,-1,671,1049,1910,-1,1,195,80900
3,4,1935,1950,-1,2,0,-1,-2,0,894,0,1,894,894,1994,0,3,1248,81000
4,6,1920,1950,0,-1,-1,0,-2,0,592,2,1,432,864,1920,-1,1,216,65000
6,6,1977,1977,0,2,0,1,2,522,1096,0,1,1118,1118,1977,1,1,358,171000
6,6,1977,1977,0,2,0,-1,2,641,1196,0,1,1279,1279,1980,-1,2,473,171500
5,5,2006,2007,0,1,1,-1,-2,0,352,1,1,712,1442,2007,1,2,400,172500
5,5,2006,2007,0,1,1,-1,-2,0,384,1,1,754,1394,2007,1,2,400,167500
6,5,1989,1989,0,2,1,-1,-2,0,1495,2,1,1495,1495,1989,-1,2,438,150000
6,5,1986,1986,1,2,1,1,3,920,1256,2,1,1256,1256,1986,-1,2,578,180000
8,5,2003,2003,1,1,2,1,3,1029,1432,2,1,1440,1440,2003,1,2,467,232500
6,5,1997,1997,0,1,2,-1,3,864,1189,2,1,1189,1189,1997,0,2,392,160500
4,5,1964,1964,0,2,1,1,2,865,1200,1,1,1200,1200,1964,1,3,850,173000
5,6,1975,1975,0,1,1,-1,3,769,1040,1,1,1040,1040,1975,-1,2,499,124000
5,6,1976,1976,0,1,1,0,-2,0,264,0,1,616,1304,1976,1,1,336,115000
5,7,1976,1976,0,1,1,-1,2,318,550,0,1,925,1475,1976,-1,1,336,129500
4,7,1973,2006,0,2,1,1,3,501,526,1,1,526,988,1973,0,1,297,105000
4,6,1973,1973,0,2,1,2,3,437,462,0,1,526,988,1973,0,1,297,94900
5,6,1968,1968,0,2,0,-1,2,785,1113,2,1,1160,1160,1968,-1,1,257,152500
6,9,1970,2007,0,2,0,-1,3,358,546,2,1,546,1092,1978.132443,-2,0,0,98000
4,7,1972,1972,0,2,1,1,2,495,630,1,1,630,630,1978.132443,-2,0,0,81000
5,5,1954,1954,0,2,0,-1,-2,0,988,2,1,988,988,1954,0,2,520,113000
5,7,1983,1983,0,2,0,-1,3,534,816,2,1,816,816,1983,-1,1,264,128500
5,5,1984,1985,0,2,0,-1,2,658,876,0,1,923,923,1984,-1,1,264,119500
5,9,1982,2008,1,2,0,-1,2,641,816,2,1,816,816,1982,-1,1,264,130500
5,8,1982,2003,0,1,0,-1,3,816,816,2,1,816,816,1985,1,2,816,138000
5,6,1982,2005,0,2,0,-1,3,638,845,1,1,845,845,1982,-1,1,264,134500
5,6,1984,1984,0,2,0,-1,2,647,864,0,1,889,889,1984,-1,2,484,137500
7,5,1970,1970,0,2,0,2,3,778,1277,0,1,1277,1277,1970,-1,2,526,167000
6,6,1997,1997,0,1,1,1,3,182,794,1,1,794,1470,1997,1,2,388,177000
6,5,1997,1997,0,1,1,-1,-2,0,384,1,1,754,1384,1997,1,2,390,161500
7,5,1995,1996,0,1,1,-1,-2,0,1237,1,1,1253,1253,1995,1,2,402,176000
7,5,1992,1993,0,1,1,-1,-2,0,1168,1,1,1187,1187,1992,0,2,420,160000
7,5,1991,1992,1,1,1,-1,-2,0,384,1,1,802,1472,1991,0,2,402,160000
7,5,1992,1992,0,1,1,-1,-2,0,384,1,1,812,1482,1992,1,2,392,163900
8,5,1986,1986,1,2,1,-1,-2,0,1074,2,1,1088,1088,1987,0,2,461,170000
8,5,1988,1988,1,2,1,2,3,248,1166,1,1,1179,1179,1988,0,2,480,182000
8,5,1990,1990,1,1,1,2,3,926,1312,1,1,1321,1321,1990,0,2,484,212000
5,5,1969,1990,0,2,1,2,2,1047,1100,0,1,1424,1424,1969,-1,3,828,155000
6,7,1981,1981,1,2,1,-1,1,678,1440,2,1,1440,1440,1981,1,2,467,182900
7,7,1981,2003,1,2,1,-1,2,321,725,2,1,725,1479,1981,0,2,484,176000
6,6,1978,1978,0,2,1,1,2,605,1032,0,1,1032,1032,1978,-1,2,564,148000
6,6,1984,1984,0,2,1,-1,2,781,1153,0,1,1177,1177,1984,1,2,495,151500
6,5,1979,1999,0,2,1,-1,3,903,1259,2,1,1353,1353,1979,0,2,478,192350
6,5,1971,1971,0,2,0,0,2,492,1625,0,1,1220,1220,1971,-1,2,944,170000
5,6,1971,1971,0,2,1,1,2,998,1484,1,1,1484,1484,1971,-1,2,487,175000
7,6,1976,1976,0,2,1,2,3,624,1228,0,1,1324,1324,1976,1,2,585,174000
5,7,1971,2005,0,2,0,1,2,349,372,0,1,576,1109,1971,-1,1,288,139000
6,5,1971,1971,0,2,0,-1,2,282,981,0,1,981,981,1979,-1,2,576,143250
7,9,1972,2004,0,2,0,-1,2,626,725,1,1,725,1479,1972,1,2,484,184000
5,6,1970,1990,0,2,0,-1,2,566,925,0,1,1422,1422,1988,-1,2,576,155000
5,5,1970,2002,0,2,0,-1,2,81,914,2,1,914,914,1970,0,1,368,133000
5,5,1971,1971,0,2,0,-1,1,412,950,0,1,950,950,1981,-1,1,280,119500
4,5,1971,1971,0,2,0,-1,-2,0,858,0,1,872,872,1974,-1,4,480,123000
4,6,1971,1971,0,2,0,-1,2,322,858,0,1,858,858,1979,-1,1,684,110000
4,7,1961,1961,0,3,0,-1,2,314,914,2,1,914,914,1961,-1,1,270,128000
4,6,1971,1971,0,1,0,-1,2,616,864,0,1,864,864,1974,-1,2,528,120500
7,5,1998,1998,0,1,1,1,3,584,723,2,1,767,767,1998,1,1,367,133000
6,5,2001,2001,1,1,1,0,-2,0,1337,2,1,1337,1337,2001,1,2,511,155000
6,5,1997,1998,1,1,1,-1,3,930,1405,2,1,1337,1337,1997,1,2,522,177000
6,6,1973,1973,0,2,0,-1,2,312,525,0,1,525,1092,1973,-1,1,264,113500
6,5,1973,1973,0,2,0,-1,1,356,672,0,1,672,1218,1973,-1,1,264,113000
6,5,1973,1973,0,2,0,-1,-2,0,672,2,1,672,1218,1973,-1,1,264,113700
5,5,1970,1970,0,2,0,-1,-2,0,630,0,1,630,1302,1970,-1,2,440,106000
5,5,1971,1971,0,2,0,-1,2,471,765,2,1,765,1365,1971,-1,2,440,122500
6,5,1976,1976,0,2,1,-1,2,120,1078,0,1,958,958,1977,0,2,440,128000
7,7,1978,1978,0,2,1,-1,3,632,1061,0,1,1055,1055,1978,-1,1,319,142500
5,6,1966,1966,0,2,0,-1,1,725,988,0,1,988,988,1974,-1,1,360,129250
6,5,2005,2006,1,1,1,1,2,20,1362,2,1,1362,1362,2005,0,2,460,194700
6,5,2005,2006,1,1,1,1,2,1030,1302,2,1,1302,1302,2005,0,2,631,200000
6,5,2005,2006,1,1,1,1,2,762,1362,2,1,1362,1362,2005,0,2,460,207000
8,5,2006,2006,1,1,1,0,3,24,1370,2,1,1370,1370,2006,0,2,484,202500
7,5,2003,2003,1,1,1,-1,3,1000,1405,2,1,1405,1405,2003,0,2,478,200000
6,5,2005,2005,0,1,1,1,3,918,1326,2,1,1326,1326,2005,1,2,388,203000
7,5,2004,2005,1,1,1,2,3,779,835,2,1,1119,1119,2004,1,2,437,188500
7,5,2003,2003,1,1,1,-1,-2,0,384,2,1,754,1394,2003,1,2,400,165500
7,5,2000,2000,0,1,1,-1,-2,0,384,2,1,774,1430,2000,0,2,400,170000
7,5,2003,2003,1,1,1,-1,-2,0,660,2,1,660,1320,2003,1,2,400,162000
8,5,2007,2007,1,1,1,2,3,929,1485,2,1,1464,1464,2007,-1,3,754,282922
7,5,2006,2006,1,1,1,-1,-2,0,1143,2,1,1143,1143,1978.132443,-2,0,0,147000
5,5,2003,2004,1,1,1,-1,3,729,1094,2,1,1094,1094,2004,-1,2,576,149000
7,5,2006,2006,1,1,1,-1,-2,0,1461,2,1,1486,1486,2006,0,2,566,181000
7,5,2000,2001,0,1,1,-1,-2,0,1349,2,1,1349,1349,2000,-1,2,539,179000
7,5,1998,1998,1,1,1,2,3,1443,1482,2,1,1494,1494,1998,0,2,514,215000
6,5,1980,1980,0,2,0,-1,-2,0,630,2,1,630,1266,1980,0,1,283,128000
5,7,1983,1983,0,2,1,1,2,747,840,1,1,884,884,1983,0,2,504,144000
5,5,1977,1977,0,2,1,-1,-1,138,894,0,1,894,894,1979,-1,1,308,120750
5,6,1963,1963,0,2,0,-1,3,630,970,0,1,970,970,1996,-1,2,624,132500
5,5,1962,1962,0,2,0,-1,0,417,1057,0,1,1057,1057,1977,1,2,576,132000
5,7,1962,2001,0,2,0,-1,2,588,999,1,1,999,999,1963,-1,1,264,132500
4,5,1961,1961,0,2,0,-1,2,932,1040,0,1,1120,1120,1961,0,2,544,129000
5,7,1968,1968,0,2,0,-1,0,812,1040,0,1,1040,1040,1991,1,2,686,145000
5,5,1961,1961,0,2,0,-1,0,827,988,0,1,988,988,1963,-1,2,572,128500
5,6,1967,1967,0,2,0,-1,3,599,876,0,1,902,902,1967,-1,1,288,125500
5,5,1974,1974,0,2,-1,2,2,787,1037,0,1,1037,1037,1974,0,2,431,129000
8,5,2004,2004,1,1,1,1,3,851,1378,2,1,1378,1378,2004,1,2,540,214000
6,5,1999,1999,0,1,1,-1,3,419,729,1,1,729,1458,1999,-1,2,440,176000
7,5,2004,2004,1,1,1,-1,3,239,551,2,1,551,1102,2004,-1,2,480,148800
8,5,1999,2000,1,1,1,-1,-2,0,776,2,1,764,1441,1999,-1,2,492,174000
7,5,1999,2000,1,1,1,-1,-2,0,1339,2,1,1358,1358,1999,-1,2,625,204000
8,5,1994,1995,1,1,1,2,-1,457,1494,2,1,1494,1494,1994,1,2,478,279700
5,7,1978,1978,0,1,1,2,2,680,1360,2,1,1432,1432,1978,-1,2,588,194000
5,8,1976,2004,1,2,1,2,2,1157,1437,0,1,1437,1437,1976,0,2,528,218000
8,6,1978,1998,1,2,1,2,3,881,1057,0,1,1295,1295,1978,1,2,571,213750
6,8,1976,1976,0,2,1,2,2,978,1262,2,1,1262,1262,1976,0,2,460,181500
6,6,1968,1968,0,2,0,-1,-2,0,912,2,1,1152,1152,1968,0,2,412,143450
6,6,1969,1969,0,1,1,1,1,973,973,2,1,1082,1082,1969,-1,2,480,162500
6,5,1968,1968,0,1,1,-1,2,910,1295,-1,1,1295,1295,1968,1,2,528,164000
6,7,1966,1966,0,2,0,-1,2,792,1093,1,1,1093,1093,1966,0,2,484,158500
7,6,1973,1973,0,2,0,-1,2,916,1242,-1,1,1242,1242,1973,-1,2,528,175500
6,5,1963,1963,0,2,0,-1,1,617,1052,0,1,1052,1052,1963,1,1,311,127000
5,6,1967,1993,0,2,0,-1,2,474,949,0,1,1107,1107,1967,0,1,308,127000
5,5,1967,1967,0,2,0,-1,1,695,1214,0,1,1214,1214,1967,0,1,318,143000
5,7,1965,1965,0,2,0,-1,2,836,1073,0,1,1073,1073,1965,0,2,515,156000
5,5,1958,1983,0,2,0,-1,2,457,1024,0,1,1344,1344,1970,-1,1,484,144000
4,5,1964,1964,0,0,-3,-2,-3,0,0,0,-1,1224,1224,1964,-1,3,530,103000
5,5,1960,1978,0,2,0,-1,-2,0,978,0,1,1422,1422,1960,0,1,286,139900
6,8,1960,1998,0,2,0,0,1,498,958,0,1,958,958,1960,0,1,301,151500
5,5,1960,1960,0,2,0,-1,-2,0,1065,1,1,1065,1065,1974,-1,2,461,126500
6,8,1958,1958,0,2,0,1,3,507,588,2,1,1138,1138,1958,0,1,264,145000
5,7,1958,1985,0,2,0,-1,1,111,912,-1,1,912,912,1958,1,1,297,120000
5,5,1956,1956,0,2,0,-1,0,438,894,1,1,1074,1074,1966,-1,2,396,124000
5,7,1959,1959,0,0,-3,-2,-3,0,0,0,1,882,882,1959,0,1,294,106500
5,5,1961,1961,0,2,0,-1,2,311,864,0,1,1187,1187,1961,0,2,440,140500
5,7,1961,1961,0,2,0,-1,2,700,964,2,1,964,964,1985,1,2,784,137500
