overall qual,overall cond,year built,year remod/add,exter qual,foundation,bsmt qual,bsmt exposure,bsmtfin type 1,bsmtfin sf 1,total bsmt sf,heating qc,central air,1st flr sf,gr liv area,garage yr blt,garage finish,garage cars,garage area,saleprice
2,5,1920,1950,0.0,2.0,0.0,-1.0,0.0,290,290,0.0,-1.0,438,438,1930,-1.0,1,246,60000
6,7,1940,1950,0.0,3.0,0.0,-1.0,-2.0,0,778,0.0,1.0,944,1489,1940,-1.0,1,240,139500
6,6,1935,1950,0.0,3.0,0.0,-1.0,-2.0,0,583,1.0,1.0,647,1242,1926,-1.0,1,180,105000
6,8,1916,2000,1.0,3.0,0.0,-1.0,-2.0,0,816,2.0,1.0,1232,1232,1916,-1.0,2,440,147500
7,9,1936,2007,1.0,1.0,1.0,-1.0,2.0,350,560,2.0,1.0,575,1135,1971,0.0,2,576,155000
7,7,1928,1950,0.0,3.0,0.0,-1.0,-2.0,0,861,1.0,1.0,877,1477,1928,-1.0,1,216,145000
7,8,1918,1990,0.0,3.0,0.0,0.0,-2.0,0,600,2.0,1.0,628,1228,1918,-1.0,1,215,137000
6,7,1942,1950,0.0,2.0,0.0,-1.0,1.0,547,771,-1.0,1.0,753,1494,1942,-1.0,1,213,177500
5,7,1940,1950,1.0,3.0,0.0,-1.0,0.0,428,728,2.0,1.0,976,1308,1940,-1.0,1,256,160000
5,4,1960,1960,0.0,2.0,0.0,-1.0,0.0,793,1273,2.0,1.0,1273,1273,1960,-1.0,1,307,155000
5,7,1921,2006,0.0,3.0,1.0,-1.0,2.0,713,876,2.0,1.0,964,964,1921,-1.0,2,432,163500
5,6,1921,1950,0.0,3.0,0.0,-1.0,-2.0,0,731,2.0,1.0,820,1343,1921,-1.0,1,186,154900
6,6,1980,1980,0.0,2.0,0.0,-1.0,-2.0,0,516,0.0,1.0,516,1032,1980,-1.0,2,452,115000
6,6,1980,1992,0.0,2.0,1.0,0.0,2.0,471,561,0.0,1.0,561,1229,1980,1.0,2,462,137000
6,6,1980,1980,0.0,2.0,1.0,-1.0,-2.0,0,561,0.0,1.0,561,1229,1980,1.0,2,462,121000
6,6,1980,1980,0.0,2.0,1.0,-1.0,2.0,285,561,0.0,1.0,561,1229,1980,1.0,2,462,124000
5,7,1920,1997,0.0,2.0,0.0,-1.0,0.0,456,672,1.0,1.0,672,1344,1964,-1.0,1,468,147000
5,5,1920,1950,0.0,1.0,0.0,0.0,-2.0,0,596,0.0,-1.0,596,1192,1920,-1.0,1,189,78000
4,6,1925,1950,0.0,3.0,0.0,-1.0,-2.0,0,572,-1.0,-1.0,572,572,1940,-1.0,1,200,75000
2,4,1910,1950,-1.0,2.0,-3.0,-2.0,-3.0,0,0,0.0,-1.0,810,810,1975,-1.0,1,280,57625
6,6,1977,1977,0.0,2.0,0.0,1.0,2.0,767,902,2.0,1.0,926,926,1977,-1.0,1,351,156450
6,7,1977,1977,0.0,2.0,1.0,1.0,3.0,841,957,0.0,1.0,1287,1287,1977,0.0,2,541,173000
7,5,1990,1991,0.0,1.0,1.0,1.0,3.0,611,1188,2.0,1.0,1217,1217,1990,-1.0,2,497,173000
8,5,2007,2007,1.0,1.0,1.0,1.0,3.0,16,1466,2.0,1.0,1466,1466,2007,1.0,3,610,201000
6,5,1988,1988,0.0,2.0,1.0,0.0,3.0,1005,1392,0.0,1.0,1412,1412,1988,-1.0,2,576,175000
7,5,1987,1989,0.0,1.0,1.0,2.0,3.0,904,1645,2.0,1.0,1479,1479,1987,1.0,2,578,213500
8,5,2001,2002,1.0,1.0,2.0,-1.0,3.0,1005,1267,2.0,1.0,1296,1296,2001,1.0,2,471,220000
5,7,1968,1968,0.0,2.0,0.0,-1.0,2.0,532,1008,1.0,1.0,1008,1008,1968,-1.0,1,384,139500
6,5,1998,1998,0.0,1.0,2.0,-1.0,3.0,866,1204,2.0,1.0,1204,1204,1998,1.0,2,412,162000
6,5,1999,1999,0.0,1.0,2.0,-1.0,3.0,883,1224,2.0,1.0,1224,1224,1999,1.0,2,402,165000
4,5,1973,1973,0.0,2.0,1.0,2.0,3.0,462,462,0.0,1.0,526,988,1973,-1.0,1,297,91000
5,6,1968,1968,0.0,2.0,0.0,-1.0,1.0,510,864,0.0,1.0,874,874,1968,0.0,1,288,130000
4,8,1970,2002,0.0,2.0,1.0,1.0,3.0,515,630,0.0,1.0,630,630,1970,-1.0,1,286,86000
5,5,1969,2000,0.0,2.0,0.0,-1.0,1.0,594,1188,2.0,1.0,1404,1404,1969,-1.0,2,504,160000
4,4,1970,1970,0.0,2.0,1.0,1.0,3.0,509,630,0.0,1.0,630,630,1970,-1.0,1,286,80000
4,6,1970,2008,0.0,2.0,0.0,-1.0,-2.0,0,546,0.0,1.0,798,1344,1842,-2.0,0,0,97000
4,4,1970,1970,0.0,2.0,0.0,-1.0,1.0,273,546,0.0,1.0,546,1092,1970,0.0,1,286,88000
5,8,1972,1972,0.0,2.0,1.0,1.0,3.0,720,796,1.0,1.0,796,796,1998,-1.0,1,336,131900
6,5,1993,1996,0.0,2.0,1.0,1.0,0.0,114,384,2.0,1.0,1091,1091,1993,1.0,1,429,131250
5,6,1978,1978,0.0,1.0,1.0,1.0,3.0,1097,1097,2.0,1.0,1110,1110,1978,1.0,2,602,165500
5,5,1985,1985,0.0,2.0,0.0,-1.0,2.0,625,833,2.0,1.0,833,833,1842,-2.0,0,0,112000
5,6,1992,1993,0.0,1.0,1.0,1.0,3.0,718,828,0.0,1.0,883,883,1998,-1.0,2,698,149000
5,5,1993,1995,0.0,-2.0,1.0,-1.0,3.0,732,796,2.0,1.0,796,1362,1993,-1.0,2,480,143000
5,5,1992,1992,0.0,1.0,1.0,-1.0,2.0,330,624,0.0,1.0,624,1287,2001,-1.0,2,440,130000
6,8,1958,2002,2.0,2.0,1.0,-1.0,2.0,528,1184,2.0,1.0,1414,1414,1990,-1.0,2,601,176500
6,5,1995,1996,0.0,1.0,1.0,-1.0,2.0,476,680,1.0,1.0,680,1470,1995,1.0,2,420,165000
5,5,1996,1997,1.0,1.0,1.0,-1.0,3.0,450,1348,1.0,1.0,1384,1384,1996,-1.0,2,404,177900
7,5,1996,1997,0.0,1.0,1.0,2.0,3.0,604,729,2.0,1.0,729,1446,1996,-1.0,2,406,175000
8,5,1993,1993,1.0,1.0,1.0,-1.0,3.0,733,1337,1.0,1.0,1337,1337,1993,0.0,2,462,180000
8,5,1992,1992,1.0,1.0,1.0,0.0,-2.0,0,1280,2.0,1.0,1280,1280,1992,0.0,2,506,180000
8,5,1988,1989,1.0,1.0,1.0,0.0,3.0,767,1228,1.0,1.0,1228,1228,1988,1.0,2,472,189000
8,5,1989,1989,1.0,1.0,1.0,2.0,3.0,319,1337,1.0,1.0,1337,1337,1989,0.0,2,462,188500
6,2,1952,1952,0.0,2.0,0.0,-1.0,-2.0,0,1632,0.0,1.0,1474,1474,1952,-1.0,2,495,115000
6,6,1981,1981,0.0,2.0,1.0,-1.0,3.0,588,1422,0.0,1.0,1422,1422,1981,1.0,2,576,175500
7,7,1983,1983,1.0,2.0,1.0,0.0,3.0,747,1260,0.0,1.0,1260,1260,1983,-1.0,2,598,181900
6,5,1976,1976,0.0,1.0,1.0,-1.0,2.0,890,1211,0.0,1.0,1211,1211,1976,1.0,2,461,161000
5,6,1969,1969,0.0,2.0,0.0,-1.0,1.0,280,720,1.0,1.0,720,1308,1969,-1.0,2,484,146900
6,5,1976,1976,0.0,2.0,0.0,-1.0,-2.0,0,1444,0.0,1.0,1444,1444,1976,-1.0,2,473,159900
5,6,1973,2000,0.0,2.0,1.0,-1.0,1.0,1084,1176,1.0,1.0,1178,1178,1973,-1.0,2,439,157000
6,8,1969,1969,0.0,2.0,1.0,-1.0,2.0,602,1054,1.0,1.0,1054,1054,1969,-1.0,2,460,151000
4,6,1969,1969,0.0,2.0,1.0,0.0,0.0,252,936,0.0,1.0,936,936,1969,-1.0,1,288,111900
5,5,1971,1971,0.0,2.0,1.0,-1.0,0.0,119,864,0.0,1.0,864,864,1977,-1.0,2,576,123000
4,5,1972,1972,0.0,2.0,0.0,-1.0,1.0,600,864,0.0,1.0,864,864,1980,-1.0,2,576,111250
6,5,1973,1973,0.0,2.0,0.0,-1.0,-1.0,458,483,0.0,1.0,483,987,1973,-1.0,1,264,103400
6,5,1973,1973,0.0,2.0,0.0,-1.0,1.0,330,483,0.0,1.0,483,987,1973,-1.0,1,264,100000
6,6,1972,1972,0.0,2.0,0.0,-1.0,-1.0,483,483,1.0,1.0,483,987,1975,-1.0,1,352,100500
6,6,1970,1970,0.0,2.0,0.0,-1.0,0.0,321,483,0.0,1.0,483,987,1987,-1.0,1,280,106000
6,3,1971,1971,0.0,2.0,0.0,-1.0,2.0,358,483,0.0,1.0,483,987,1971,-1.0,1,264,89500
5,5,1972,1972,0.0,2.0,0.0,-1.0,0.0,350,630,0.0,1.0,630,1302,1972,-1.0,1,264,111750
6,6,1975,1975,0.0,2.0,1.0,-1.0,2.0,286,855,1.0,1.0,855,1456,1975,0.0,2,460,143000
7,6,1977,1977,0.0,2.0,1.0,-1.0,2.0,378,1055,-1.0,1.0,1055,1055,1977,-1.0,2,440,148500
5,5,1966,1966,0.0,2.0,0.0,-1.0,0.0,340,864,0.0,1.0,892,892,1966,0.0,1,264,110000
7,5,2005,2005,1.0,1.0,1.0,-1.0,3.0,20,1367,2.0,1.0,1367,1367,2005,0.0,2,484,192000
8,5,2006,2007,1.0,1.0,1.0,-1.0,3.0,846,1342,2.0,1.0,1342,1342,2007,1.0,2,550,234250
8,5,2006,2007,1.0,1.0,1.0,-1.0,3.0,24,1342,2.0,1.0,1342,1342,2007,0.0,2,550,219500
7,5,2004,2004,1.0,1.0,1.0,1.0,3.0,720,1358,2.0,1.0,1358,1358,2004,0.0,2,484,207000
7,5,2003,2003,1.0,1.0,1.0,2.0,3.0,1073,1415,2.0,1.0,1455,1455,2003,1.0,3,644,195000
7,5,2007,2007,1.0,1.0,1.0,1.0,-2.0,0,1266,2.0,1.0,1266,1266,2007,1.0,2,388,159895
7,5,2005,2005,1.0,1.0,1.0,2.0,3.0,655,856,2.0,1.0,1166,1166,2005,1.0,2,400,190000
6,5,2005,2005,0.0,1.0,1.0,-1.0,-2.0,0,728,2.0,1.0,728,1456,2005,1.0,2,400,176000
7,5,2004,2005,1.0,1.0,1.0,1.0,3.0,724,788,2.0,1.0,788,1490,2004,1.0,2,388,184000
7,5,2002,2002,1.0,1.0,1.0,-1.0,-2.0,0,707,2.0,1.0,707,1414,2002,1.0,2,403,176000
8,5,2006,2007,1.0,1.0,2.0,-1.0,3.0,666,1460,2.0,1.0,1460,1460,2006,1.0,2,480,247000
7,5,2004,2005,0.0,1.0,1.0,-1.0,3.0,680,1080,2.0,1.0,1080,1080,1842,-2.0,0,0,141000
6,5,2005,2006,0.0,1.0,1.0,-1.0,3.0,80,1175,2.0,1.0,1175,1175,1842,-2.0,0,0,146000
5,5,2004,2004,0.0,1.0,0.0,-1.0,3.0,646,1114,2.0,1.0,1114,1114,2004,-1.0,2,576,159000
6,5,2003,2004,0.0,1.0,1.0,-1.0,3.0,814,1114,2.0,1.0,1114,1114,2004,-1.0,2,576,155000
7,5,2007,2007,1.0,1.0,1.0,0.0,-2.0,0,1162,2.0,1.0,1162,1162,2007,1.0,2,483,170000
6,5,1991,1991,0.0,2.0,1.0,-1.0,3.0,1200,1278,1.0,1.0,1294,1294,1991,0.0,2,496,179200
6,5,1993,1993,1.0,1.0,1.0,-1.0,3.0,300,1199,2.0,1.0,1199,1199,1993,0.0,2,530,153900
5,5,1963,1963,0.0,1.0,0.0,-1.0,1.0,53,984,0.0,1.0,984,984,1963,0.0,1,384,128000
5,6,1962,1962,0.0,2.0,0.0,-1.0,2.0,737,912,0.0,1.0,912,912,1962,-1.0,1,352,144000
5,8,1961,2007,0.0,2.0,0.0,-1.0,2.0,764,864,2.0,1.0,864,864,1962,-1.0,1,420,135000
5,5,1968,1968,0.0,2.0,0.0,0.0,2.0,890,890,1.0,-1.0,890,890,1970,-1.0,1,308,115000
6,8,1961,1996,0.0,2.0,0.0,0.0,3.0,832,912,1.0,1.0,912,912,1962,-1.0,1,288,142000
6,5,1974,1974,0.0,2.0,0.0,1.0,2.0,800,1430,0.0,1.0,1430,1430,1974,-1.0,2,484,192000
7,5,2004,2004,1.0,1.0,1.0,0.0,3.0,16,1391,2.0,1.0,1391,1391,2004,0.0,2,530,196000
7,5,2006,2007,1.0,1.0,1.0,-1.0,-2.0,0,625,2.0,1.0,625,1250,2006,1.0,2,625,171900
7,5,2004,2005,1.0,1.0,1.0,-1.0,3.0,24,1235,2.0,1.0,1245,1245,2004,0.0,2,495,178000
6,5,2005,2005,1.0,1.0,1.0,-1.0,3.0,390,600,2.0,1.0,600,1200,2005,0.0,2,480,165000
9,5,2001,2001,1.0,1.0,2.0,1.0,3.0,1004,1310,2.0,1.0,1310,1310,2001,0.0,2,545,285000
9,5,2001,2001,1.0,1.0,2.0,1.0,3.0,964,1419,2.0,1.0,1419,1419,2001,1.0,2,588,290000
7,5,1999,2000,1.0,1.0,1.0,-1.0,1.0,510,600,2.0,1.0,624,1252,1999,-1.0,2,462,160000
7,5,1999,2000,1.0,1.0,1.0,-1.0,3.0,600,672,2.0,1.0,684,1404,1999,-1.0,2,462,170000
8,5,1996,1996,1.0,1.0,1.0,-1.0,3.0,786,1260,2.0,1.0,1288,1288,1996,1.0,2,500,245500
8,5,1995,1995,1.0,1.0,1.0,2.0,-1.0,560,1230,2.0,1.0,1239,1239,1995,1.0,2,477,217500
6,6,1984,1984,0.0,1.0,1.0,-1.0,1.0,660,1232,0.0,1.0,1232,1232,1984,-1.0,2,516,162500
6,6,1969,1969,0.0,2.0,0.0,1.0,3.0,828,1427,1.0,1.0,1427,1427,1969,0.0,2,516,183000
5,6,1968,1968,0.0,2.0,0.0,-1.0,-1.0,732,732,2.0,1.0,732,1464,1968,-1.0,2,470,141000
5,8,1965,2008,0.0,2.0,0.0,-1.0,2.0,595,912,2.0,1.0,912,912,1992,-1.0,2,576,147000
5,7,1965,2005,1.0,2.0,0.0,-1.0,2.0,260,912,2.0,1.0,925,925,1978,-1.0,2,576,135000
7,9,1961,2007,2.0,2.0,0.0,1.0,2.0,867,944,1.0,1.0,999,999,1961,0.0,2,588,178400
5,5,1956,1956,0.0,0.0,-3.0,-2.0,-3.0,0,0,0.0,1.0,1014,1014,1956,0.0,1,267,98000
4,6,1957,1957,0.0,2.0,0.0,-1.0,0.0,288,907,2.0,1.0,907,907,1964,-1.0,1,352,109008
4,7,1956,1956,0.0,2.0,0.0,-1.0,2.0,228,952,2.0,1.0,952,952,1956,-1.0,1,283,135750
5,6,1963,1963,0.0,2.0,0.0,0.0,2.0,776,1120,1.0,1.0,1128,1128,1963,0.0,2,525,155000
6,5,1964,1964,0.0,2.0,0.0,-1.0,1.0,490,1425,1.0,1.0,1425,1425,1964,0.0,2,576,180500
6,7,1966,1966,0.0,2.0,0.0,2.0,0.0,312,1127,0.0,1.0,1165,1165,1966,0.0,2,490,174900
6,6,1965,1965,0.0,2.0,0.0,-1.0,0.0,892,1136,0.0,1.0,1136,1136,1965,0.0,1,384,140000
6,7,1964,1964,0.0,2.0,1.0,-1.0,0.0,787,1092,2.0,1.0,1092,1092,1964,0.0,2,504,145000
5,8,1965,1999,0.0,1.0,0.0,2.0,2.0,633,1219,1.0,1.0,1265,1265,1965,0.0,2,502,179900
6,5,1964,1964,0.0,2.0,0.0,2.0,3.0,624,1248,0.0,1.0,1350,1350,1964,0.0,2,520,168500
5,7,1959,2006,1.0,2.0,0.0,-1.0,2.0,806,1053,2.0,1.0,1053,1053,1959,0.0,1,312,145500
6,6,1959,1959,1.0,2.0,0.0,-1.0,-2.0,0,1252,2.0,1.0,1252,1252,1960,-1.0,2,528,142000
4,5,1960,1960,0.0,1.0,0.0,-1.0,2.0,419,1100,0.0,1.0,1100,1100,1960,0.0,1,312,141000
5,7,1960,2000,0.0,2.0,0.0,-1.0,1.0,528,1118,2.0,1.0,1118,1118,1960,0.0,1,264,153000
3,6,1949,1950,0.0,2.0,-3.0,-2.0,-3.0,0,0,0.0,-1.0,720,720,1955,-1.0,1,287,72500
3,6,1935,2003,1.0,2.0,0.0,-1.0,-2.0,0,270,1.0,1.0,729,729,1842,-2.0,0,0,52000
5,6,1939,1950,0.0,3.0,0.0,-1.0,3.0,851,991,2.0,1.0,1077,1077,1939,0.0,1,205,118000
4,7,1937,1950,0.0,1.0,0.0,-1.0,0.0,120,348,0.0,1.0,453,906,1937,-1.0,1,231,87000
5,6,1960,1960,-1.0,2.0,0.0,-1.0,0.0,658,1296,0.0,1.0,1496,1496,1960,0.0,2,450,141500
5,8,1950,2006,0.0,2.0,0.0,-1.0,1.0,32,572,1.0,1.0,1337,1337,1950,0.0,1,264,141500
5,5,1953,1953,0.0,2.0,0.0,-1.0,-1.0,531,1036,2.0,1.0,1036,1036,1953,0.0,1,312,112900
6,5,1961,1961,0.0,2.0,0.0,-1.0,2.0,288,1362,0.0,1.0,1362,1362,1961,-1.0,2,504,163000
5,6,1961,1961,0.0,2.0,0.0,-1.0,0.0,572,1144,1.0,1.0,1144,1144,1961,-1.0,2,456,139950
6,5,1962,1962,0.0,2.0,1.0,2.0,3.0,371,1099,1.0,1.0,1431,1431,1962,0.0,1,296,165000
5,7,1955,1955,0.0,2.0,0.0,-1.0,2.0,902,1098,0.0,1.0,1098,1098,1955,-1.0,1,260,135000
5,5,1963,1963,0.0,2.0,0.0,-1.0,1.0,25,1144,0.0,1.0,1144,1144,1962,-1.0,1,336,124000
5,7,1962,1980,0.0,2.0,0.0,-1.0,0.0,504,931,0.0,1.0,1283,1283,1980,-1.0,2,506,140000
5,4,1957,1957,0.0,2.0,0.0,-1.0,2.0,621,1176,0.0,1.0,1176,1176,1957,0.0,1,292,136500
5,7,1959,1998,0.0,2.0,0.0,-1.0,2.0,1053,1248,0.0,1.0,1440,1440,1959,0.0,1,480,185000
6,6,1958,1958,0.0,2.0,0.0,-1.0,2.0,662,1261,2.0,1.0,1261,1261,1958,0.0,2,433,163000
6,5,1956,1956,0.0,2.0,1.0,-1.0,-1.0,616,1196,1.0,1.0,1196,1196,1956,0.0,1,297,139000
6,5,1957,1957,0.0,2.0,0.0,-1.0,0.0,1040,1392,0.0,1.0,1392,1392,1957,0.0,2,458,166000
6,7,1958,1958,0.0,2.0,0.0,-1.0,1.0,570,1080,1.0,1.0,1080,1080,1958,-1.0,1,288,136000
5,5,1956,1958,0.0,2.0,0.0,-1.0,0.0,774,1104,1.0,1.0,1104,1104,1956,0.0,1,384,133000
5,6,1952,1952,0.0,2.0,0.0,-1.0,0.0,148,720,2.0,1.0,882,882,1952,-1.0,1,240,116000
5,6,1953,1953,0.0,2.0,0.0,-1.0,0.0,500,1152,0.0,1.0,1152,1152,1971,-1.0,2,636,137500
5,5,1953,1953,0.0,1.0,0.0,-1.0,1.0,624,984,0.0,-1.0,950,950,1953,-1.0,2,400,130000
4,6,1948,1950,0.0,0.0,-3.0,-2.0,-3.0,0,0,0.0,-1.0,869,869,1948,-1.0,1,390,89900
5,8,1925,1950,0.0,1.0,0.0,-1.0,-2.0,0,747,0.0,1.0,747,1159,1932,-1.0,1,288,114000
4,7,1940,2005,1.0,1.0,0.0,-1.0,-2.0,0,672,1.0,1.0,672,672,1997,-1.0,1,308,86900
5,5,1922,1950,0.0,3.0,0.0,-1.0,-2.0,0,892,2.0,1.0,1254,1436,1968,-1.0,4,1488,139000
4,7,1900,2000,0.0,3.0,-3.0,-2.0,-3.0,0,0,0.0,-1.0,694,1294,1842,-2.0,0,0,106250
5,6,1968,1968,0.0,2.0,0.0,-1.0,0.0,744,912,0.0,1.0,1044,1044,1990,1.0,2,372,139000
7,7,1958,2001,0.0,2.0,0.0,-1.0,1.0,637,1312,2.0,1.0,1312,1312,1958,0.0,2,495,186000
6,5,1960,1960,0.0,2.0,0.0,-1.0,1.0,733,1253,0.0,1.0,1253,1253,1960,0.0,1,352,157000
6,6,1960,1993,0.0,2.0,0.0,2.0,3.0,697,1081,0.0,1.0,1081,1081,1960,-1.0,1,401,148000
5,7,1953,1996,1.0,-1.0,0.0,1.0,-2.0,0,105,1.0,1.0,910,910,1953,-1.0,2,414,116000
5,5,1950,1950,0.0,2.0,-3.0,-2.0,-3.0,0,0,1.0,1.0,1048,1048,1950,-1.0,2,420,98300
5,6,1959,1959,0.0,1.0,0.0,-1.0,1.0,476,1256,1.0,1.0,1256,1256,1959,0.0,1,311,159000
5,5,1962,1962,0.0,2.0,0.0,-1.0,1.0,520,1027,0.0,1.0,1027,1027,1962,-1.0,1,299,125900
5,6,1960,1960,0.0,2.0,0.0,-1.0,1.0,374,1269,0.0,1.0,1269,1269,1964,-1.0,1,308,155000
6,6,1948,1950,0.0,2.0,0.0,-1.0,2.0,315,768,2.0,1.0,819,1320,1994,-1.0,2,576,138000
6,7,1954,1954,0.0,2.0,0.0,-1.0,-2.0,0,936,0.0,1.0,984,984,1954,-1.0,1,280,112500
6,6,1954,1954,0.0,2.0,0.0,-1.0,-2.0,0,832,1.0,1.0,832,832,1962,-1.0,2,528,105500
6,5,1954,1954,0.0,2.0,0.0,-1.0,0.0,673,854,-1.0,1.0,854,1278,1954,-1.0,1,240,127500
5,7,1954,1954,0.0,2.0,0.0,-1.0,-2.0,0,825,0.0,1.0,825,825,1954,-1.0,1,350,109500
5,5,1963,1963,0.0,2.0,0.0,-1.0,-2.0,0,1117,2.0,1.0,1117,1117,1963,-1.0,1,264,136870
5,5,1925,2004,0.0,3.0,-1.0,-1.0,-2.0,0,680,1.0,-1.0,764,764,1965,-1.0,2,504,73000
5,7,1948,2005,0.0,3.0,0.0,-1.0,-2.0,0,780,2.0,1.0,948,1323,1948,-1.0,2,400,122600
5,5,1910,2003,0.0,3.0,0.0,-1.0,-2.0,0,680,-1.0,-1.0,680,1360,1910,-1.0,1,330,111000
5,4,1940,1950,0.0,2.0,-1.0,-1.0,-2.0,0,672,0.0,1.0,672,672,1950,-1.0,1,256,64000
6,7,1915,2005,1.0,3.0,0.0,-1.0,-2.0,0,728,1.0,1.0,728,1456,1915,-1.0,1,308,139500
7,6,1920,2006,1.0,2.0,0.0,-1.0,-2.0,0,931,0.0,1.0,1027,1027,1842,-2.0,0,0,120000
6,6,1940,1950,0.0,2.0,0.0,-1.0,1.0,590,884,0.0,1.0,884,1436,1940,-1.0,2,828,155000
5,6,1910,1950,0.0,3.0,0.0,-1.0,-2.0,0,481,0.0,-1.0,899,899,1930,-1.0,1,200,78000
5,9,1890,1996,0.0,3.0,-1.0,-1.0,-2.0,0,684,1.0,1.0,684,1080,1842,-2.0,0,0,95000
5,7,1948,2005,0.0,2.0,0.0,-1.0,3.0,144,924,2.0,1.0,1122,1122,1948,-1.0,2,528,147000
5,6,1946,1950,0.0,2.0,0.0,-1.0,0.0,445,904,2.0,1.0,904,1499,1959,-1.0,3,869,140000
5,6,1957,1957,0.0,2.0,0.0,-1.0,0.0,308,928,1.0,1.0,928,928,1957,1.0,1,288,112500
4,7,1954,2000,0.0,2.0,0.0,-1.0,-2.0,0,901,2.0,1.0,901,901,1954,-1.0,1,281,107900
5,8,1915,1950,0.0,3.0,0.0,0.0,-2.0,0,876,1.0,1.0,876,1416,1949,-1.0,3,720,153900
7,8,1920,1965,0.0,3.0,0.0,-1.0,1.0,116,624,2.0,1.0,730,1450,1935,-1.0,1,288,132000
5,7,1900,2003,0.0,2.0,0.0,-1.0,-2.0,0,346,2.0,1.0,709,1017,1961,-1.0,1,308,114000
7,9,1928,2005,0.0,3.0,0.0,-1.0,0.0,141,689,2.0,1.0,689,1378,1928,-1.0,2,360,161000
6,6,1914,2001,0.0,2.0,0.0,-1.0,-2.0,0,742,2.0,1.0,742,1484,1842,-2.0,0,0,128000
7,7,1926,1950,0.0,1.0,0.0,-1.0,-2.0,0,572,0.0,1.0,572,1111,1982,-1.0,1,288,116900
2,1,1920,1950,-1.0,3.0,-1.0,-1.0,-2.0,0,723,0.0,-1.0,723,1086,1920,-1.0,2,400,55000
5,6,1959,1959,0.0,2.0,0.0,-1.0,0.0,200,984,1.0,1.0,984,984,1959,-1.0,1,308,110000
5,5,1956,1956,0.0,1.0,-3.0,-2.0,-3.0,0,0,1.0,1.0,882,882,1956,-1.0,1,308,97000
4,6,1958,2006,0.0,2.0,0.0,-1.0,-2.0,0,869,0.0,1.0,1093,1093,1959,-1.0,1,308,115500
5,7,1928,1983,1.0,3.0,0.0,-1.0,-1.0,406,1008,0.0,1.0,1143,1143,1992,-1.0,1,288,138000
5,6,1930,1960,0.0,3.0,0.0,-1.0,-2.0,0,742,0.0,1.0,779,935,1988,-1.0,1,308,79500
5,6,1924,1950,0.0,3.0,0.0,-1.0,2.0,784,784,1.0,1.0,784,784,1842,-2.0,0,0,109500
5,7,1941,2006,0.0,2.0,0.0,-1.0,2.0,600,672,2.0,1.0,832,1210,1941,-1.0,1,240,124000
6,9,1900,2000,0.0,3.0,0.0,-1.0,-2.0,0,554,2.0,1.0,736,1290,1926,-1.0,1,200,106900
5,7,1924,2003,0.0,3.0,0.0,-1.0,-2.0,0,949,2.0,1.0,949,949,1924,-1.0,2,370,119000
6,7,1929,1950,0.0,3.0,0.0,-1.0,-2.0,0,862,0.0,1.0,950,1158,1929,0.0,1,208,120000
6,7,1937,2000,0.0,3.0,0.0,-1.0,0.0,201,825,2.0,1.0,825,1497,2004,-1.0,1,672,157000
6,5,1939,1950,0.0,2.0,0.0,-1.0,-1.0,264,739,2.0,1.0,874,1342,1939,-1.0,1,240,105000
6,7,1926,1950,0.0,3.0,0.0,-1.0,-2.0,0,992,2.0,1.0,1013,1013,1926,-1.0,1,160,113000
5,7,1920,1997,0.0,3.0,0.0,-1.0,2.0,68,565,0.0,1.0,565,1216,1920,0.0,1,355,115000
4,7,1929,1950,0.0,1.0,0.0,-1.0,1.0,80,704,2.0,1.0,624,1136,1990,-1.0,1,336,123000
5,6,1945,1995,0.0,2.0,-3.0,-2.0,-3.0,0,0,1.0,-1.0,808,808,1925,-1.0,1,164,81300
6,8,1920,1999,0.0,3.0,-1.0,0.0,-2.0,0,611,2.0,1.0,751,1362,1920,1.0,2,502,128000
4,6,1927,1950,0.0,3.0,0.0,-1.0,-2.0,0,520,-1.0,-1.0,520,520,1920,-1.0,1,240,68500
5,5,1948,2001,0.0,2.0,0.0,-1.0,1.0,336,672,0.0,1.0,1072,1285,1948,-1.0,1,240,127000
6,7,1918,2000,0.0,3.0,0.0,0.0,0.0,210,816,2.0,1.0,838,838,1961,1.0,1,275,130000
6,6,1930,1950,1.0,3.0,0.0,-1.0,-2.0,0,768,0.0,1.0,768,768,1930,-1.0,2,440,93850
5,6,1915,1978,0.0,3.0,0.0,-1.0,-2.0,0,880,1.0,1.0,880,1308,1950,-1.0,2,400,120000
6,7,1925,1992,0.0,2.0,0.0,-1.0,-2.0,0,1040,1.0,1.0,1040,1040,1993,-1.0,2,320,127500
6,7,1920,1950,0.0,2.0,0.0,-1.0,-2.0,0,319,0.0,1.0,1035,1406,1842,-2.0,0,0,89500
5,7,1955,1995,0.0,2.0,0.0,-1.0,-1.0,180,825,0.0,1.0,825,825,1963,0.0,2,720,125000
3,3,1915,1950,-1.0,1.0,0.0,-1.0,-2.0,0,536,2.0,-1.0,808,1344,1842,-2.0,0,0,82375
6,7,1906,1995,0.0,2.0,0.0,-1.0,-2.0,0,756,2.0,1.0,756,1469,1906,-1.0,1,216,135000
5,5,1968,1968,0.0,2.0,0.0,-1.0,1.0,250,952,2.0,1.0,1211,1211,1968,-1.0,1,322,134000
5,5,1948,1950,0.0,2.0,0.0,-1.0,-2.0,0,720,0.0,1.0,720,1271,1948,-1.0,1,312,135000
