lang_column,Graphviz (DOT),PHP,Lua,Dart,QML,LiveScript,GDScript,Smali,GDB,OpenEdge ABL,Coq,Haxe,Clojure,JSONiq,Elm,Perl,Rouge,Max,Thrift,Rust,ASP,PLSQL,DIGITAL Command Language,ColdFusion,Vue,Java,Go,Lex,ApacheConf,Vala,KiCad,D,Cucumber,CSS,Pure Data,PureBasic,Myghty,SaltStack,Nu,HTML,Clarion,Game Maker Language,C++,Alloy,Awk,PicoLisp,QMake,Eagle,Batchfile,Roff,Groff,DTrace,Terra,GCC Machine Description,Brainfuck,SystemVerilog,Clean,Jupyter Notebook,Fortran,Cirru,Scala,Verilog,Liquid,Standard ML,GLSL,PostScript,HLSL,LSL,GAP,PowerShell,Module Management System,M4,Harbour,TeX,Processing,CMake,Idris,Mako,VHDL,Lean,RenderScript,Racket,Kotlin,FreeMarker,XC,Parrot,Haskell,R,IDL,Smalltalk,Slash,Mask,nesC,Genshi,Perl6,ABAP,NetLogo,Component Pascal,SuperCollider,MAXScript,SQLPL,Python,Ruby,SourcePawn,AspectJ,Makefile,Swift,SAS,Vim script,OpenSCAD,ANTLR,JavaScript,Forth,F#,Inno Setup,Bison,Gnuplot,Elixir,Emacs Lisp,Smarty,Hy,Groovy,LLVM,Mercury,OCaml,Scheme,Objective-C++,PLpgSQL,NewLisp,MoonScript,Befunge,Nemerle,UnrealScript,AppleScript,Xtend,Fancy,C#,TypeScript,Nginx,Objective-C,Io,FLUX,NSIS,Tcl,Arduino,Rebol,UrWeb,Nix,Scilab,XQuery,PureScript,Stan,Agda,Stata,Assembly,Protocol Buffer,Matlab,Shell,Erlang,HCL,ActionScript,COBOL,POV-Ray SDL,Jasmin,AGS Script,Self,PigLatin,XSLT,CLIPS,Yacc,Brightscript,C,Pascal,M,Ada,Prolog,E,XS,Logos,Bro,Nim,AutoHotkey,Common Lisp,Julia,XML,Hack,Visual Basic,Handlebars,Gettext Catalog,Cuda,Ragel in Ruby Host,Mathematica,Crystal,Cycript,CoffeeScript,Puppet,EmberScript,VimL,Eiffel
Vim script,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OpenSCAD,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,8.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0
ANTLR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JavaScript,0.0,212.0,21.0,7.0,2.0,11.0,0.0,0.0,3.0,0.0,0.0,7.0,16.0,4.0,4.0,79.0,1.0,0.0,5.0,9.0,22.0,10.0,5.0,4.0,8.0,177.0,38.0,5.0,68.0,4.0,1.0,9.0,22.0,1314.0,0.0,0.0,1.0,1.0,1.0,1187.0,3.0,1.0,112.0,2.0,6.0,0.0,2.0,0.0,114.0,2.0,32.0,4.0,0.0,4.0,3.0,1.0,0.0,33.0,4.0,4.0,39.0,5.0,5.0,2.0,15.0,9.0,1.0,4.0,9.0,26.0,2.0,9.0,0.0,47.0,5.0,14.0,1.0,8.0,4.0,3.0,0.0,3.0,3.0,10.0,0.0,1.0,18.0,99.0,1.0,4.0,1.0,4.0,1.0,1.0,7.0,4.0,0.0,1.0,0.0,0.0,2.0,363.0,298.0,3.0,1.0,207.0,13.0,1.0,2.0,4.0,2.0,4236.0,6.0,4.0,6.0,0.0,4.0,7.0,16.0,25.0,2.0,17.0,2.0,1.0,7.0,8.0,17.0,7.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,50.0,51.0,8.0,72.0,5.0,0.0,7.0,9.0,5.0,3.0,1.0,5.0,1.0,7.0,1.0,0.0,0.0,1.0,29.0,20.0,11.0,447.0,12.0,1.0,15.0,4.0,1.0,1.0,0.0,0.0,4.0,34.0,1.0,8.0,1.0,131.0,8.0,1.0,5.0,7.0,0.0,1.0,2.0,1.0,0.0,4.0,12.0,9.0,2.0,1.0,18.0,7.0,0.0,2.0,3.0,3.0,1.0,1.0,161.0,4.0,0.0,13.0,4.0
Forth,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,6.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,6.0,2.0,0.0,0.0,4.0,0.0,6.0,14.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,6.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,7.0,4.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0
F#,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Inno Setup,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Bison,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gnuplot,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,22.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Elixir,0.0,6.0,5.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,5.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,6.0,6.0,1.0,0.0,4.0,0.0,5.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,1.0,4.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,9.0,6.0,1.0,0.0,6.0,4.0,0.0,0.0,4.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,30.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,5.0,4.0,0.0,2.0,4.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,11.0,9.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0
Emacs Lisp,0.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,9.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,17.0,0.0,1.0,11.0,0.0,1.0,1.0,0.0,0.0,11.0,1.0,8.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0,11.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,27.0,7.0,1.0,0.0,15.0,2.0,2.0,1.0,0.0,2.0,16.0,0.0,0.0,1.0,0.0,3.0,1.0,108.0,1.0,3.0,3.0,2.0,0.0,3.0,5.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,7.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,1.0,30.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,0.0,12.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0
Smarty,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Hy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,8.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Groovy,0.0,5.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,4.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,40.0,9.0,0.0,2.0,4.0,0.0,5.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,5.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,1.0,5.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,0.0,1.0,7.0,3.0,0.0,0.0,4.0,2.0,17.0,4.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,84.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,9.0,4.0,0.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,6.0,5.0,26.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,7.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0
LLVM,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Mercury,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
